"","planning_unit_name","gauge","ewr_code_timing","state","LTWPShortName","env_obj","Target","SWSDLName"
"1405","Murray River - Lock 7 to SA border","A4260507","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1406","Murray River - Lock 15 weir pool to Lock 10","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1407","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1408","Murray River - Lock 10 to Lock 9","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1409","Darling Anabranch","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1410","Redbank and Tandou creeks","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1411","Lake Wetherall","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1412","Menindee Lakes","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1413","Murray River - Lock 9 to Lock 7","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1414","Murray River - Lock 7 to SA border","A4260507","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1415","Murray River - Lock 15 weir pool to Lock 10","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1416","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1417","Murray River - Lock 10 to Lock 9","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1418","Darling Anabranch","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1419","Redbank and Tandou creeks","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1420","Lake Wetherall","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1421","Menindee Lakes","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1422","Murray River - Lock 9 to Lock 7","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1423","Murray River - Lock 7 to SA border","A4260507","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1424","Murray River - Lock 15 weir pool to Lock 10","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1425","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1426","Murray River - Lock 10 to Lock 9","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1427","Darling Anabranch","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1428","Redbank and Tandou creeks","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1429","Lake Wetherall","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1430","Menindee Lakes","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1431","Murray River - Lock 9 to Lock 7","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1432","Murray River - Lock 7 to SA border","A4260507","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1433","Murray River - Lock 15 weir pool to Lock 10","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1434","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1435","Murray River - Lock 10 to Lock 9","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1436","Darling Anabranch","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1437","Redbank and Tandou creeks","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1438","Lake Wetherall","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1439","Menindee Lakes","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1440","Murray River - Lock 9 to Lock 7","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1441","Murray River - Lock 7 to SA border","A4260507","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1442","Murray River - Lock 15 weir pool to Lock 10","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1443","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1444","Murray River - Lock 10 to Lock 9","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1445","Darling Anabranch","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1446","Redbank and Tandou creeks","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1447","Lake Wetherall","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1448","Menindee Lakes","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1449","Murray River - Lock 9 to Lock 7","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1450","Murray River - Lock 7 to SA border","A4260507","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1451","Murray River - Lock 15 weir pool to Lock 10","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1452","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1453","Murray River - Lock 10 to Lock 9","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1454","Darling Anabranch","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1455","Redbank and Tandou creeks","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1456","Lake Wetherall","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1457","Menindee Lakes","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1458","Murray River - Lock 9 to Lock 7","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1459","Murray River - Lock 7 to SA border","A4260507","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1460","Murray River - Lock 15 weir pool to Lock 10","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1461","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1462","Murray River - Lock 10 to Lock 9","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1463","Darling Anabranch","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1464","Redbank and Tandou creeks","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1465","Lake Wetherall","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1466","Menindee Lakes","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1467","Murray River - Lock 9 to Lock 7","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1468","Murray River - Lock 7 to SA border","A4260507","OB2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1469","Murray River - Lock 15 weir pool to Lock 10","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1470","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1471","Murray River - Lock 10 to Lock 9","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1472","Darling Anabranch","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1473","Redbank and Tandou creeks","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1474","Lake Wetherall","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1475","Menindee Lakes","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1476","Murray River - Lock 9 to Lock 7","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1477","Murray River - Lock 7 to SA border","A4260507","OB3","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1478","Murray River - Lock 15 weir pool to Lock 10","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1479","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1480","Murray River - Lock 10 to Lock 9","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1481","Darling Anabranch","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1482","Redbank and Tandou creeks","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1483","Lake Wetherall","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1484","Menindee Lakes","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1485","Murray River - Lock 9 to Lock 7","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1486","Murray River - Lock 7 to SA border","A4260507","OB4","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1487","Murray River - Lock 15 weir pool to Lock 10","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1488","Lower Darling River - Weir 32 to downstream Burtundy","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1489","Murray River - Lock 10 to Lock 9","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1490","Darling Anabranch","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1491","Redbank and Tandou creeks","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1492","Lake Wetherall","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1493","Menindee Lakes","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1494","Murray River - Lock 9 to Lock 7","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1495","Murray River - Lock 7 to SA border","A4260507","WP2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1496","Murray River - Lock 15 weir pool to Lock 10","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1497","Lower Darling River - Weir 32 to downstream Burtundy","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1498","Murray River - Lock 10 to Lock 9","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1499","Darling Anabranch","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1500","Redbank and Tandou creeks","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1501","Lake Wetherall","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1502","Menindee Lakes","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1503","Murray River - Lock 9 to Lock 7","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1504","Murray River - Lock 7 to SA border","A4260509","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1505","Murray River - Lock 15 weir pool to Lock 10","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1506","Lower Darling River - Weir 32 to downstream Burtundy","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1507","Murray River - Lock 10 to Lock 9","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1508","Darling Anabranch","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1509","Redbank and Tandou creeks","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1510","Lake Wetherall","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1511","Menindee Lakes","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1512","Murray River - Lock 9 to Lock 7","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1513","Murray River - Lock 7 to SA border","A4260509","LF1","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1514","Murray River - Lock 15 weir pool to Lock 10","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1515","Lower Darling River - Weir 32 to downstream Burtundy","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1516","Murray River - Lock 10 to Lock 9","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1517","Darling Anabranch","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1518","Redbank and Tandou creeks","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1519","Lake Wetherall","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1520","Menindee Lakes","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1521","Murray River - Lock 9 to Lock 7","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1522","Murray River - Lock 7 to SA border","A4260509","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1523","Murray River - Lock 15 weir pool to Lock 10","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1524","Lower Darling River - Weir 32 to downstream Burtundy","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1525","Murray River - Lock 10 to Lock 9","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1526","Darling Anabranch","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1527","Redbank and Tandou creeks","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1528","Lake Wetherall","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1529","Menindee Lakes","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1530","Murray River - Lock 9 to Lock 7","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1531","Murray River - Lock 7 to SA border","A4260509","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1532","Murray River - Lock 15 weir pool to Lock 10","A4260509","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
"1533","Lower Darling River - Weir 32 to downstream Burtundy","A4260509","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","Lower Darling"
